,jan_payments,feb_payments,mar_payments,apr_payments,may_payments,jun_payments,jul_payments,aug_payments,sep_payments,oct_payments,nov_payments,dec_payments,jan_mandates,feb_mandates,mar_mandates,apr_mandates,may_mandates,jun_mandates,jul_mandates,aug_mandates,sep_mandates,oct_mandates,nov_mandates,dec_mandates,company
815,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,accountancy
816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
817,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,art/cinema
818,7.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,6.0,1.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
820,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,10.0,6.0,9.0,6.0,4.0,1.0,3.0,5.0,5.0,5.0,24.0,3.0,art/cinema
821,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,4.0,3.0,0.0,1.0,32.0,8.0,6.0,3.0,1.0,contractor
822,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,art/cinema
823,39.0,106.0,135.0,251.0,150.0,153.0,152.0,164.0,149.0,146.0,141.0,159.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,4.0,0.0,1.0,0.0,art/cinema
824,3.0,9.0,10.0,26.0,0.0,0.0,0.0,12.0,31.0,5.0,3.0,6.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,3.0,0.0,contractor
825,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,accountancy
827,0.0,0.0,0.0,0.0,1.0,2.0,9.0,5.0,6.0,7.0,6.0,8.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
828,5.0,5.0,4.0,4.0,4.0,5.0,16.0,24.0,42.0,37.0,22.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
829,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,contractor
830,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,8.0,20.0,5.0,7.0,2.0,0.0,5.0,4.0,5.0,1.0,contractor
831,267.0,280.0,261.0,460.0,174.0,246.0,389.0,244.0,340.0,539.0,243.0,661.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
832,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,7.0,6.0,6.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,accountancy
833,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,5.0,4.0,1.0,1.0,4.0,2.0,5.0,1.0,2.0,4.0,4.0,4.0,art/cinema
834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
835,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
836,0.0,2.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
837,236.0,170.0,184.0,206.0,169.0,153.0,188.0,131.0,209.0,153.0,153.0,197.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,art/cinema
838,0.0,7.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,7.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,contractor
839,1.0,3.0,3.0,3.0,6.0,6.0,8.0,12.0,11.0,7.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,art/cinema
840,0.0,0.0,10.0,12.0,13.0,13.0,12.0,10.0,12.0,23.0,26.0,25.0,1.0,5.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,7.0,1.0,art/cinema
841,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,14.0,5.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,contractor
842,21.0,20.0,20.0,23.0,18.0,20.0,24.0,23.0,23.0,24.0,23.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
843,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
844,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
845,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,art/cinema
846,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,4.0,7.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,17.0,14.0,4.0,accountancy
847,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,contractor
848,2.0,10.0,2.0,1.0,12.0,4.0,0.0,0.0,11.0,7.0,1.0,0.0,0.0,0.0,1.0,6.0,11.0,10.0,8.0,12.0,15.0,22.0,13.0,6.0,art/cinema
849,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,5.0,2.0,0.0,0.0,accountancy
850,0.0,0.0,0.0,5.0,5.0,4.0,2.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,2.0,9.0,6.0,8.0,7.0,accountancy
851,9.0,10.0,10.0,13.0,14.0,13.0,17.0,19.0,20.0,22.0,23.0,27.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
852,0.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,7.0,7.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,art/cinema
853,2.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,art/cinema
854,8.0,14.0,7.0,5.0,5.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,contractor
855,3.0,15.0,3.0,2.0,5.0,7.0,0.0,2.0,7.0,13.0,8.0,8.0,2.0,2.0,5.0,3.0,66.0,52.0,4.0,6.0,7.0,5.0,7.0,1.0,art/cinema
856,0.0,0.0,1.0,11.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,art/cinema
857,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,8.0,34.0,4.0,5.0,1.0,3.0,art/cinema
858,0.0,0.0,0.0,1.0,7.0,7.0,0.0,0.0,9.0,7.0,7.0,0.0,2.0,6.0,7.0,6.0,5.0,1.0,1.0,2.0,5.0,4.0,4.0,3.0,contractor
859,23.0,23.0,21.0,26.0,23.0,22.0,29.0,25.0,29.0,32.0,30.0,38.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
860,8.0,4.0,11.0,13.0,5.0,5.0,6.0,9.0,9.0,7.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
861,32.0,42.0,40.0,44.0,45.0,61.0,59.0,54.0,61.0,64.0,76.0,65.0,3.0,8.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,art/cinema
862,33.0,57.0,60.0,48.0,42.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,0.0,0.0,6.0,1.0,0.0,accountancy
863,12.0,12.0,3.0,26.0,13.0,1.0,26.0,2.0,17.0,34.0,7.0,38.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,contractor
864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
866,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,9.0,5.0,16.0,3.0,1.0,0.0,0.0,0.0,art/cinema
867,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,contractor
869,1.0,1.0,7.0,6.0,6.0,7.0,6.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,contractor
870,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
871,2.0,3.0,4.0,4.0,3.0,5.0,6.0,5.0,6.0,8.0,9.0,12.0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,1.0,art/cinema
872,41.0,42.0,47.0,53.0,54.0,56.0,63.0,65.0,68.0,69.0,73.0,74.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
873,98.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,13.0,4.0,1.0,1.0,1.0,0.0,0.0,20.0,4.0,contractor
874,0.0,0.0,21.0,20.0,21.0,26.0,19.0,13.0,17.0,20.0,17.0,28.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
875,2.0,3.0,1.0,6.0,4.0,2.0,9.0,1.0,5.0,10.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,accountancy
876,55.0,47.0,44.0,60.0,41.0,42.0,60.0,46.0,33.0,82.0,0.0,117.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,44.0,19.0,art/cinema
877,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,art/cinema
878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
880,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
881,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
882,3.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,8.0,7.0,9.0,4.0,9.0,12.0,10.0,19.0,19.0,15.0,15.0,15.0,art/cinema
883,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,art/cinema
884,40.0,39.0,41.0,40.0,40.0,40.0,42.0,39.0,41.0,37.0,42.0,44.0,55.0,118.0,1234.0,105.0,92.0,93.0,111.0,96.0,125.0,136.0,150.0,143.0,contractor
885,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
886,1.0,3.0,2.0,4.0,3.0,5.0,7.0,5.0,6.0,7.0,7.0,9.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,art/cinema
887,2.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
889,0.0,0.0,0.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,6.0,0.0,0.0,0.0,5.0,47.0,107.0,71.0,30.0,19.0,25.0,8.0,19.0,accountancy
890,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
891,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
892,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
893,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
894,3.0,5.0,6.0,7.0,5.0,6.0,9.0,6.0,9.0,8.0,9.0,11.0,5.0,3.0,5.0,4.0,6.0,6.0,6.0,3.0,6.0,7.0,5.0,5.0,art/cinema
895,2.0,1.0,5.0,5.0,2.0,4.0,4.0,4.0,5.0,6.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
896,38.0,44.0,48.0,56.0,54.0,59.0,57.0,56.0,46.0,47.0,43.0,43.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
898,4.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,10.0,6.0,24.0,29.0,15.0,3.0,2.0,art/cinema
899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,12.0,3.0,1.0,1.0,0.0,1.0,0.0,accountancy
900,13.0,18.0,18.0,15.0,15.0,14.0,14.0,16.0,18.0,16.0,15.0,14.0,1.0,2.0,3.0,3.0,5.0,3.0,6.0,3.0,1.0,5.0,4.0,2.0,contractor
901,0.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,5.0,7.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
